numeroTarjeta,numeroCuenta,moneda,saldo
3563126646140950,FR43 1269 2322 71EH 79KH BYXI 997,Rupiah,4.71
3543967908202300,DE72 4586 9338 6275 4082 52,Ruble,5.13
5038343045209437959,GR69 6070 198P 5RDX QZU8 EP1Q BQQ,Hryvnia,5.86
5148808898351919,LU47 507O 0AZB 1HPF E571,Dollar,4.67
201964413087259,LB87 9259 5FME LJ6R TAIR 0DCK JUH6,Peso,4.65
4844787109302202,GI88 UJOM PV9W MVFE ZGZG BAO,Kuna,9.97
3570946715025290,CY95 1410 4446 TEGH CFUK AEZO CODI,Euro,6.17
3573039637513531,FR79 7291 7990 85FK CYLF Q71A E23,Ringgit,5.41
3560546445442963,FO37 9832 1425 3934 88,Euro,9.52
3535748034641383,NO36 3968 0064 290,Peso,8.25
3581713923701246,KW68 KLBW ZPA0 ODPB EAF8 MZWS BIEI DC,Euro,9.68
3556841365708832,RS67 2510 9241 0145 8781 54,Yen,6.65
3570362697338661,FR13 7315 3557 76MQ 32YX EFC5 C87,Rial,4.82
3581957097032728,FR38 4242 9608 80QG GY7V GEAA D27,Krone,2.69
3549381919606273,BR57 2135 7055 6213 4526 7836 285C K,Krona,4.55
5048373060419235,SE08 8240 4243 2533 9110 7351,Peso,8.47
3569220090907800,DE63 4861 3922 1477 7218 39,Sol,7.47
30299940426960,HU93 6017 2784 7497 9689 9879 3614,Denar,0.85
3560385109086554,LV89 ANEO F1C7 GLHE 3DOA Y,Tugrik,7.12
6334328894156438,CH84 3515 1FTJ NZOG WYDF M,Rupiah,1.63
5002359353542894,IE26 SPKQ 2688 1282 0845 65,Koruna,1.10
561053304442140482,EE17 1768 4882 3028 2701,Ariary,2.86
3544852255580921,PL92 8299 4240 4875 1297 9914 7190,Peso,2.65
5100142457982971,AE77 2455 6429 6847 7644 612,Euro,2.28
6771612935053229396,MR37 9667 3629 4884 3521 4862 251,Yuan Renminbi,3.69
5602232571673557,FR97 6757 6671 40FG JBHK VJHB A55,Euro,2.62
30587222714289,HU04 5682 7298 5808 9179 1022 1642,Euro,5.89
3553669171846006,LI06 3586 3CET Q1SJ AV7N A,Yuan Renminbi,5.25
6333987035814139,SA79 648Q SHS4 V6EB NW7M MS4L,Ruble,6.14
633110812485858271,AT24 3319 1749 8722 0999,Rupiah,0.33
36687621738139,BR30 9627 1620 0490 5686 0032 863J T,Rupiah,4.42
3546860444539698,GL27 0872 0278 3406 53,Rand,0.60
3544254604402461,FR75 5546 6108 21WH MEAI 9NFH Q55,Pound,5.84
3535654415722331,AZ27 KZTI FKKM LWBR J3LG HXW4 1GU6,Rupee,6.31
3544763167577295,IS57 8551 2685 8421 0690 0441 51,Real,5.56
3574144759105048,PS86 ECEH XQUW MGX5 XPBX GIQG RRBH C,Hryvnia,8.12
5442571978123318,FI53 5149 9278 7352 31,Baht,2.72
3536527971797476,AD67 2129 6303 7LA5 5KT6 WIHR,Guilder,5.84
372301760307753,LV98 FEDP UUZT DTN9 T03B J,Ruble,3.83
3574103785354608,PL84 0836 6872 9370 4107 4980 0007,Peso,1.87
3544805075553833,AE57 5702 7316 5443 9254 394,Balboa,4.77
373828190458938,GL90 2446 2304 3437 82,Euro,3.20
4996111824640,BH53 EONR ZBEH ORGR U9VA HE,Dram,8.00
0604497897292535240,LV36 PVHW FLM3 WAOJ BYPM S,Rupiah,2.71
5383169048758055,FR80 8312 4380 37GU PRNG 0QR1 179,Pound,5.46
6379113805620284,FO74 9905 4699 2629 20,Peso,9.12
3559788748740775,GI92 ZVRG POXX QNES V9TT UGE,Dollar,2.94
3569318754665878,DO61 S1IU 8277 5962 7038 6678 0190,Kuna,1.33
3578626444523805,AL25 4662 2733 Y1MV 7TEF 6PTF ZLVP,Peso,2.63
5002357927718172,CY18 9771 0844 LFW6 ZWPV 9LOJ G4GK,Baht,1.39
5610078215110603414,GR25 7637 1929 LXYK CQDF YCXO DMP,Yuan Renminbi,9.80
3580625480453972,FR84 5721 6406 52D1 IXE6 4ATA I07,Euro,3.93
56022562609231977,PT45 5515 6984 4231 8269 4521 4,Ruble,4.26
3544080011125480,IT78 S590 1736 577M TUMX DI5F TLB,Dong,1.24
4905484299099709452,SM46 Z639 2161 697P HOBK S7XD TSD,Yuan Renminbi,7.22
337941387154502,LI30 5407 05DA 8I5M HIUJ C,Koruna,0.78
3563906996183621,PT93 5800 7745 7110 1743 7942 4,Krona,9.81
6331103707287198,CR95 1915 7918 7900 5781 9,Balboa,3.43
5610558347672394,BG61 MUYB 2748 04LE 7QUA PO,Yuan Renminbi,4.67
201674698068292,PK27 ATZQ CNX0 HDFG HWEU W6ZR,Baht,9.23
3528724514060625,TR67 0547 3VY0 4SLB VH8H FT4J CC,Rupiah,2.82
3559883716137540,DE37 6950 2601 6193 3795 28,Euro,3.35
4175001097431661,KW33 JNFO 6D74 14BZ XG3P MLDA KG5E ZO,Yuan Renminbi,8.27
36551779293364,LV57 CNLF RBMR DOOK TCCU B,Yuan Renminbi,1.55
374283444082416,SM58 V065 2214 776H DXRN LGZ6 2XP,Peso,6.10
6759577813598676,NO81 6495 0832 213,Yen,6.65
3560291277356300,FR88 6173 0914 83OM PPSV RLGA 947,Rupiah,7.78
5602244739305394,GT74 I7VF PFWF HBKJ KZYR KQ3E IFRC,Yuan Renminbi,2.11
4017954000840,NO43 4140 0404 754,Peso,2.63
4405147285446607,AT15 6675 8739 2320 0103,Rial,6.45
345786293263446,FR31 7837 3006 88B2 EJXS 3HSI G46,Rupee,3.43
3578412159404071,KZ02 0497 XVPY ZBKF T0NS,Dinar,4.70
50202305894430028,AT37 9986 7155 5196 5059,Shekel,7.09
5602243385025140,IE34 PVAM 3007 3742 4073 77,Franc,6.73
5100136946586260,CY11 5199 8709 Q5DV F1G0 MLPY H7SB,Rupee,6.77
3536758598501625,RO85 HBHC WUCF KPYU UIIR N4VO,Dollar,8.23
6334528372109896,AE84 5283 9211 2097 9323 875,Yuan Renminbi,1.12
589355995725172849,PL42 1425 0027 8382 2075 9645 6113,Rupiah,3.43
3564331154279450,LI36 5484 1PLZ SF6F Z0QV S,Euro,9.92
3586530268127737,KW64 YBAD SM5K GZC7 YIQZ CCKO 6KBV ZU,Real,8.55
3589702244156737,TR52 0241 1JWW U4BD 6RZL HQJG SA,Dollar,4.29
3559188833266606,ME21 4541 4992 0063 8782 69,Rupiah,5.07
201723901561401,SA57 15NY 2VVX RQRG AKIJ KKPZ,Yuan Renminbi,8.43
5602232909603979,SE62 6014 3002 3714 7627 6854,Real,2.25
3535673565082197,PS92 UCRB AATE XZD8 I5JV G9V9 CBJA M,Euro,8.11
3541164889134353,RO34 AKOT 5JLF MX1O VPIT 5YBU,Ringgit,8.07
5364929469699416,AE11 6472 7889 4201 2963 255,Yuan Renminbi,1.26
3573825242467224,CY88 2182 0116 RUDB 70WY 61AC 6K4D,Yuan Renminbi,5.70
6334379418537660,LV58 QYWZ PZ6K WUCS TCDK D,Pound,9.42
4041593135116496,SE83 5756 3101 5471 7588 6700,Dong,0.81
4936202184933647421,FR02 2401 7223 458D Q4FV C5RI D47,Yuan Renminbi,2.31
5038779921057398,PL91 5302 9669 8865 3915 1725 4039,Yuan Renminbi,9.25
3528073785561899,AT72 9541 6608 6747 3483,Rupee,4.09
3535838152397528,NO46 5732 2887 770,Rupiah,7.32
337941302763718,PT78 9561 6454 1603 5938 3209 4,Baht,8.30
4405684595632294,FR63 9375 2594 544X N60X TI5O V93,Hryvnia,0.95
58937462746958550,CZ91 9999 5864 1848 4467 2652,Real,3.44
3584215461741730,PT77 9950 8116 8195 5014 5998 2,Dollar,0.76
5893120287396846488,SK98 3215 9004 4989 0402 4127,Ruble,8.18
30416672607233,DO35 BMJK 7485 8942 4566 0133 2081,Rand,0.21
201959700771870,SE45 2920 0964 3576 6850 4779,Lek,3.12
3574763505235559,DO24 XDW5 2929 1657 5834 0294 2733,Franc,2.85
3582488651974377,AE57 0400 3686 0713 8518 434,Rupiah,4.81
3543974305808184,SI42 4221 1019 3932 636,Dollar,5.49
4175008615756669,SA61 25IE E7TC 47SY TR0I CSWF,Zloty,3.13
337941278229264,GR55 6450 016J 76OZ 6YFH LUAC UK4,Baht,3.67
3553983981159157,MT40 ERVC 0766 5HIS 5SZ0 DCK8 5ZSM VGS,Krona,8.00
3567601628579454,EE30 8419 7132 3998 9430,Krona,4.83
201986729212396,HU34 6655 6056 0901 1479 8046 5386,Peso,8.95
3540445265171056,TR19 0619 5LCV AKAR WSJC GETB MY,Euro,2.21
201629411575411,MT42 AVZH 9443 5LYL 5EFT 1N84 0E1U JT9,Peso,0.43
3579367589850716,RS44 6285 6835 6204 7544 32,Rial,9.92
3589065014708644,ES78 4388 8487 9321 4869 9411,Yuan Renminbi,4.54
63043386710958646,FR16 0830 0120 31SG BDGD E173 V32,Yuan Renminbi,5.02
3588364276471681,FR77 6676 1454 66NR 8BE9 ANHC G15,Baht,3.61
3565205729545026,FR31 6494 8234 532U Y8JS RRAZ S34,Yuan Renminbi,5.14
3533809822475731,DO18 DMEQ 5678 3518 7298 3555 1333,Rupiah,0.80
633110836043018896,AL09 6264 9257 2ZGP V9CR VIFA ONWK,Peso,0.82
5236051397166438,DE96 7515 4808 7166 8121 12,Dong,2.04
3548425343390516,MR71 8141 4471 7760 3439 0155 085,Dollar,5.53
67611290551932525,MK96 163L 7DEL WDXW I17,Peso,9.00
374283120611223,FR23 8723 6589 70WW AGZT N47C X22,Peso,2.92
564182410520625779,PK55 MFBQ FGBB FESW QDDB NUDO,Krona,6.42
676133007685884571,GL47 9173 9050 4899 66,Peso,8.02
5100130528011607,SM32 J704 1619 515N U6SP BB6H 3OF,Rial,8.60
3564700190562584,MU85 XETE 1923 6558 5265 9890 525Q UL,Sol,4.83
5602217451325584,SI06 8496 4931 9344 193,Marka,3.37
3576742442221938,BG22 LZLU 0299 69ME FNOU GB,Dollar,2.38
4913676754440613,FR20 7670 8183 8658 OWUY FBHY M08,Franc,5.18
5301464608873322,DE62 6721 8346 5687 4487 10,Hryvnia,9.95
5497224668223634,PK95 POBP GGYN DI4Q L2VS KRRO,Peso,0.98
3578090787464756,MK20 991A 6EBQ BKYJ B11,Dollar,0.14
3577277648287440,VG05 EPYZ 7092 4263 5313 8840,Real,7.34
3529451495331317,LT39 0751 6570 9228 0109,Ruble,2.99
5108753109218192,HU47 8498 4368 4658 7062 3029 3962,Tenge,3.27
5602219004989908,TR81 1148 7CYF EGEI RAUX C2U6 RW,Peso,0.03
201488073863429,MR26 6643 8387 8606 1816 3417 409,Sol,1.32
6331107452004545149,EE79 7873 1864 0478 6035,Rupiah,6.82
3552661066474532,LB04 4858 XDK9 QSKS GKBI Z9LW 9VNE,Rupee,3.21
6759146155174981,FR40 1885 5525 394M QRSX ZJPI G71,Peso,1.52
3570027244731946,LB41 8885 BNIU 79JX QFB1 JCP1 E1QY,Yuan Renminbi,2.31
3587397869690433,IT68 R221 2775 841C LOON OL6C RA9,Rupiah,5.96
4911675587144782,RO66 SQON WORA 1BHT PICK IFM6,Ruble,5.68
5048373403710910,FR09 8444 0838 88XJ JSKJ 1PVC P22,Franc,3.96
3537222187515735,LU67 408J LISH TNPM SNIJ,Rupiah,3.64
201671672709586,RS55 8714 7373 7536 4779 08,Euro,0.69
5100173952096371,FR63 6431 8595 935J WGCK HVVR M16,Ruble,8.37
491178335155473074,FR97 4746 7668 52BJ PI89 PNIF V92,Ruble,0.65
337941449603769,PL85 6800 7188 1841 7831 6289 0415,Pound,9.76
348010605240738,GE34 FT66 9986 3986 0782 81,Yuan Renminbi,8.16
3589737730028362,SM64 O739 2613 756H SWBN RKEO 0BN,Sol,7.42
3566838949359882,RO85 DEEZ F9AY TOEX EK7F AD9H,Dollar,1.57
6767224902213740397,GE72 KJ16 6225 0176 9526 85,Real,5.35
5038507500822550168,LB05 9993 OIMG ABJV CSM7 KL6O JPKG,Peso,0.46
67093093609852498,GT83 A33E OT6H K6QN XY66 KEEG M2OU,Real,5.92
3545756172121553,FR24 4358 1029 69L9 1OD7 PBLP Z52,Euro,8.46
4017952856847,ME56 3556 9328 9610 4558 28,Yuan Renminbi,0.99
5100140104251774,RO54 OFDW G6FC MXHZ T1OC SXW1,Euro,6.10
6382445506020017,SE88 7236 1044 0830 2004 0296,Peso,8.38
30441271788408,FR55 1172 3821 01XF CZRE PWD3 D40,Euro,5.43
670619042890954808,SI98 3121 5685 3056 578,Euro,4.04
4913847946143007,MK92 6241 M9QN QOCB W48,Yuan Renminbi,1.71
3536577507005902,LT43 8623 3275 1717 5339,Dinar,6.84
4026989493817122,FR39 7334 9108 839I IRCR 0JQ0 503,Rupiah,7.79
3535961802358441,TR98 5033 12PM UCD3 HTCE 0NEB AL,Rupiah,8.89
5602243762933205,LT55 4032 7547 7183 2213,Ruble,5.88
5002352248754014,ME92 9699 2460 5489 3581 80,Real,4.49
30519205141354,CR35 1613 9454 3363 6170 2,Dollar,4.46
3539041278722515,SK27 8656 8248 2467 4938 5121,Peso,3.50
3543406160596133,BR29 2519 1533 5409 3380 1049 527P X,Sol,5.08
5602255667472840,HR29 7375 1436 1063 3902 2,Yuan Renminbi,7.00
3577035400422070,VG83 GZID 9417 6235 9865 9199,Zloty,8.80
3541029943926773,LV31 XDGJ 4OCF 4HY1 GLWM J,Euro,6.84
3541385832464411,GR71 1598 205V 2BHS JORK M13K URK,Euro,2.68
30545005828544,HU30 3289 3353 9478 6977 6656 3381,Naira,8.04
30499043941317,FR62 9685 6346 75SG SIO0 ZFW2 Y14,Yuan Renminbi,6.19
5100143318385198,PT31 0752 1458 3314 2688 4470 2,Rupiah,8.57
5602235625632644,FR52 2127 3897 38EG UUHI 0IM3 930,Peso,7.62
3571744986654222,GT70 XORR 67JQ 7JJQ PT2J QKSD IDMH,Peso,9.07
3562033580983547,IL41 4482 1850 6200 5588 505,Rupiah,3.77
3549734207699949,AL31 0619 3360 SNI7 FKSI 2SJK RIW4,Peso,4.87
5610632136916122756,MT70 VGQS 2411 5FUK ASSC Z5P6 MSSO O0V,Rupiah,4.49
6759660667148176,RS35 3398 3499 7202 2138 03,Real,9.58
3528832653927163,MU07 QWDT 1091 8013 5848 9319 278C MX,Euro,6.34
3578128472377840,LI75 9339 8DBO 8L8V WS2B N,Dinar,6.81
3542824611264401,BA09 2154 8466 5788 4820,Zloty,4.70
3543744301522737,LU25 487O STTW FUN6 IB7M,Euro,2.22
3544912475357680,LV90 GDLH O4V4 LTKW UQPS K,Peso,6.64
3580681005939318,PT23 3118 9137 4321 4936 3785 2,Zloty,1.11
3559780811105671,FI42 3754 8938 6933 63,Real,8.33
560222853846399191,BA40 1806 2222 0950 2645,Yuan Renminbi,0.88
3554535836465004,NO33 4158 0807 280,Rupiah,6.06
374622288188120,GT72 FPQ8 4GWI LT0E DHRK GWFA FALA,Yuan Renminbi,0.88
3535386855852894,TR29 3220 7T4M UHGK OD1X YH82 SJ,Yuan Renminbi,7.05
50387983877613120,FR23 9785 0450 02QA 3K7X IITO U49,Yuan Renminbi,2.31
4175003473075252,KZ27 488G YISN RB6L DNVG,Ruble,9.88
5110452829925469,AL59 9348 6253 METS 3UIL UIHK D2WM,Euro,3.96
3530474493439475,FR48 1631 2878 30O8 5VNR SBX5 464,Yuan Renminbi,1.94
5479162693345935,KW31 BJYG XBCB 5NOH EBPH B02B DY3C KK,Ruble,4.79
3543294245710899,SI17 1342 2395 6549 593,Yuan Renminbi,8.93
4175003972067362,LV72 VMQJ OB93 LYKQ U3LD F,Euro,0.49
3566397135035327,TN15 8737 0446 5108 2457 5372,Yuan Renminbi,6.88
67632754531738380,FR34 3542 7449 45GU W0WV KAYX B08,Dollar,6.10
3552754595159789,AD27 2206 4578 55MB RSFL WJLA,Euro,4.52
3564932555940838,BE51 7814 1235 3771,Pound,3.06
3581971639477663,GI18 NTRH P17K EBL7 CQ6S I23,Euro,5.11
4017953444023,FR56 1241 0861 83FW Z1W6 4DXA V21,Franc,6.38
4913735007506230,DO45 IYEA 8832 3368 8615 8077 6007,Rupiah,4.69
30324838017968,FR54 3376 8923 78KW EKHN UWYA X43,Dirham,6.21
30352790380033,IT18 E370 9723 852T YPH6 1QFM ZSZ,Manat,2.40
4017955301148,FR02 8720 6653 183X YEUJ YGLW 968,Kwacha,5.80
5229364363551056,MD03 H2O2 DDJF PZQA CDHH IANQ,Sol,0.87
6391432286896732,GL23 5340 0400 4809 88,Yuan Renminbi,6.67
5518710516548029,ME80 1370 8537 1582 8728 44,Krone,7.00
3587902638925737,AT35 8147 7061 7554 1763,Yuan Renminbi,1.65
3563336091408881,CR43 8660 6098 7876 1725 5,Dollar,2.88
3534562874605445,PK91 QWNM TTQ5 PZBJ YEKQ SCEE,Euro,5.56
5010126749194569,BG77 JCXH 0758 73EL 4GL5 PA,Euro,7.14
3543285492266130,BA96 6106 3086 7700 1514,Rupiah,8.46
4911279656893686870,GL90 2349 5916 8297 13,Peso,0.10
201421882127975,CH96 8055 9YLI 3E6A I1IM G,Yuan Renminbi,7.85
3544583056131487,GI59 ZXJH LF61 UH7K YKQA ONN,Zloty,4.61
6762150524699371718,MR82 8935 6694 0722 0624 9221 468,Colon,7.93
3554938944455372,SM31 M763 2801 327Y PPME HEND 7S5,Dollar,7.81
3544763181049768,PK55 EEFP UCTK 7FAR MYYA DZQH,Dollar,5.07
56101855845111597,SM54 N187 1560 5503 HIM8 TH7F 6SA,Rupiah,8.96
3566413114044402,MR57 5944 5661 9311 9768 9264 435,Yuan Renminbi,8.23
6333987253313517,TR84 1538 9BR9 GSZJ QG84 ECNZ EO,Zloty,6.40
5602210529897012953,IL20 1681 6377 4067 9430 403,Rupiah,6.64
201510047345736,DO44 LFW7 7966 3804 5257 6451 2126,Pula,4.99
5588335107975103,RO52 DSLV 9AJM SI7Q BJ22 D7MH,Rupiah,8.91
3583892337752488,LV80 PYVM VFGI IIH9 Q1JK N,Dollar,7.54
560222680221634854,KW88 LFEP YHYI PEBV 9NLC 1U1W XIKR EB,Ruble,3.64
3548225352360677,GT86 SSYQ RJ47 L6XX JEJO DVQ8 9QOO,Peso,5.61
560224290417022456,FR75 2601 0060 86VS M52R VPJM R75,Euro,1.28
3544524278174871,DK69 2098 9991 4981 65,Krona,7.76
56022438691189664,EE69 6144 5141 8862 8725,Peso,7.70
3561136201013338,IS65 6457 1178 4413 9918 4641 87,Ruble,2.00
3566103357305574,IE62 ZHSJ 0637 9787 9836 39,Yuan Renminbi,7.12
50201801925490891,PL62 1082 1507 1069 5302 7394 6130,Real,7.12
5602211010541732,FR28 5514 7286 83S1 RDGW Y2LC B51,Rial,9.33
633423220597337147,FR34 9869 7694 98XT AFZA RZGT R78,Ruble,5.46
3547211415233904,HR77 9304 2089 8332 7243 6,Rial,1.50
5610982165904152,BR22 1687 0501 5009 0059 8763 236D 3,Peso,1.93
4917949078562156,AL96 3452 9602 OBWM RC6I OS4N ROH5,Franc,2.21
5007664469376888,FR02 7782 9718 00WP GWEY 29TX W25,Peso,2.16
5163183160351967,BA34 8824 8845 9830 1687,Rupiah,6.91
06040737907825141,BH95 GNAC CKBX NURY GKK5 WS,Hryvnia,3.89
5641826472960352,MU72 MPRI 7583 2251 7510 9564 883V YS,Rupiah,7.24
3556452538078911,SI70 6040 8075 1441 834,Dinar,1.94
560224206539457149,GR30 6485 945X W6CX EBQZ O2TK YMH,Yuan Renminbi,8.27
3587617034060885,PL80 4090 1501 2492 2354 6007 5515,Euro,8.18
3571283557202145,SI32 9564 8081 0333 386,Euro,1.64
06048374188615587,RO71 EJPE QWEZ MAWQ ZQ0B FAPA,Peso,9.63
3589926884102350,MK91 617N FGZX E0EL Q02,Peso,4.32
30215447660950,ES02 9146 9256 6181 7278 4082,Peso,9.97
3534000462829473,GT77 JEHH CYT4 SRWV HFU1 O5MB VL2F,Franc,3.84
3562353311758350,MK47 438I YUP4 W25W N67,Yuan Renminbi,7.70
5610763468932698,SI91 2965 0319 7113 858,Zloty,3.10
5100141098307564,FR95 0029 1412 63VO 3ZVS NADO X68,Euro,4.02
67618240578160884,MK26 824W GDDM LCSJ N68,Yuan Renminbi,3.76
3537558824661345,GI12 QEUX VEXR W02C ARF2 2CI,Peso,1.02
3553226372425302,FI07 5980 2605 1743 95,Yuan Renminbi,4.71
4917343573980784,LV91 DXSX 0ICA MGXK DRG7 J,Yuan Renminbi,3.46
3541798367495370,MD92 RPPE VNFB P3FM KJ2X JV6R,Tenge,4.90
3565947892308613,SM71 N743 4346 288V ZAUE 74PR ETJ,Rupiah,4.91
3574133989448062,IE66 KYEA 2492 8768 4555 12,Marka,1.69
3557813407570396,KZ62 1012 XEJO YOST 1LY0,Rupiah,4.91
3567411287492035,VG10 UOVQ 1759 7292 1387 0699,Ringgit,5.82
3545487259792872,MD77 RAEF G54G BM4J QPRK DH8J,Krone,0.76
3554946840262560,AT56 5398 6232 9125 3083,Koruna,4.35
5100175038025357,NL71 AJTO 2667 6550 12,Dinar,5.05
6762966301572175,FR84 2007 3870 02RK MXXE HG5G X45,Yuan Renminbi,0.58
